user_id,age,sexe,situation_familiale,nombre_enfants,revenu_mensuel,budget_max,usage_principal,distance_journaliere_km,prefere_electrique,carrosserie_preferee,energie_preferee,boite_preferee,importance_consommation,importance_performance,importance_confort,importance_prix
513,54,Homme,Marié(e),3,1192,40000,Plage,53,1,SUV,Electrique,Automatique,3,3,3,3
514,60,Homme,Divorcé(e),2,7779,118012,Autoroute,136,1,Citadine,Electrique,Manuelle,4,5,1,4
515,31,Femme,Célibataire,0,1857,47012,Sport,111,0,Cabriolet,Hybride,Manuelle,1,3,2,4
516,50,Femme,Marié(e),0,1425,40000,Montagne,108,1,SUV,Hybride,Manuelle,3,2,4,4
517,42,Homme,Marié(e),0,2252,59371,Sport,53,1,Cabriolet,Hybride,Automatique,4,1,5,4
518,28,Femme,Marié(e),2,5028,92658,Montagne,103,1,SUV,Essence,Manuelle,1,2,2,1
519,35,Homme,Célibataire,0,2409,61117,Campagne,112,1,Pick up,Hybride,Manuelle,2,1,2,5
520,26,Femme,Divorcé(e),2,1742,40000,Sport,75,0,Cabriolet,Diesel,Manuelle,5,2,5,4
521,22,Homme,Célibataire,0,1911,48763,Plage,121,1,Monospace,Hybride,Manuelle,5,1,1,3
522,41,Femme,Marié(e),3,1920,40000,Plage,105,0,Minibus,Hybride,Manuelle,4,2,5,1
523,37,Homme,Célibataire,0,1173,40000,Montagne,31,1,SUV,Hybride,Manuelle,5,1,3,1
524,48,Femme,Célibataire,0,1009,40000,Montagne,7,1,Pick up,Hybride,Manuelle,4,2,4,1
525,29,Homme,Célibataire,0,1179,40000,Montagne,9,0,SUV,Hybride,Automatique,4,3,2,2
526,33,Femme,Célibataire,0,945,40000,Campagne,118,1,Pick up,Electrique,Automatique,2,1,5,2
527,25,Homme,Célibataire,0,919,40000,Désert,112,0,SUV,Diesel,Manuelle,2,2,1,1
528,22,Femme,Marié(e),2,1295,40065,Sport,87,0,Coupé,Diesel,Automatique,4,5,1,3
529,61,Homme,Divorcé(e),0,1851,40000,Autoroute,59,1,Coupé,Diesel,Automatique,4,3,1,4
530,36,Homme,Marié(e),1,1079,40000,Campagne,69,1,Pick up,Electrique,Manuelle,1,5,5,2
531,28,Femme,Divorcé(e),1,1444,40000,Montagne,119,1,Pick up,Hybride,Automatique,3,1,5,5
532,54,Homme,Marié(e),2,986,40000,Ville,40,1,Citadine,Diesel,Manuelle,2,5,1,1
533,53,Femme,Célibataire,0,1875,62752,Plage,111,1,Monospace,Electrique,Automatique,3,3,1,5
534,63,Femme,Marié(e),1,9116,180906,Plage,51,1,Berline,Diesel,Automatique,5,4,5,3
535,62,Homme,Célibataire,0,4354,120550,Campagne,65,0,SUV,Diesel,Automatique,2,5,5,2
536,49,Femme,Célibataire,0,1622,43983,Autoroute,106,1,Citadine,Hybride,Automatique,3,4,1,3
537,32,Femme,Célibataire,0,6054,190047,Sport,142,0,Cabriolet,Essence,Manuelle,4,1,3,5
538,57,Homme,Célibataire,0,2436,63927,Désert,6,1,SUV,Electrique,Automatique,4,2,2,2
539,22,Femme,Célibataire,1,9614,218052,Autoroute,46,0,Cabriolet,Essence,Manuelle,1,1,4,5
540,49,Femme,Marié(e),3,2901,80356,Autoroute,13,1,Minibus,Essence,Manuelle,4,2,2,4
541,62,Homme,Marié(e),2,2765,93692,Campagne,106,0,Pick up,Diesel,Automatique,1,1,1,4
542,55,Homme,Marié(e),1,2137,53452,Plage,41,1,Pick up,Electrique,Manuelle,1,1,5,3
543,39,Homme,Divorcé(e),0,1589,49779,Ville,48,0,Citadine,Essence,Manuelle,5,4,3,4
544,45,Homme,Marié(e),1,1351,40000,Sport,109,1,Coupé,Diesel,Automatique,1,2,2,3
545,62,Homme,Marié(e),1,2447,42806,Ville,20,1,Coupé,Essence,Automatique,4,4,1,1
546,22,Homme,Célibataire,0,3369,85577,Sport,99,1,Cabriolet,Hybride,Manuelle,3,5,4,3
547,42,Homme,Divorcé(e),1,1134,40000,Sport,36,1,Cabriolet,Essence,Automatique,4,4,2,1
548,37,Femme,Célibataire,0,11937,277684,Campagne,64,1,SUV,Electrique,Automatique,3,1,3,4
549,60,Femme,Célibataire,0,2652,89589,Désert,134,0,SUV,Hybride,Manuelle,5,2,2,5
550,30,Femme,Marié(e),1,3147,109340,Désert,59,0,SUV,Hybride,Automatique,4,5,2,2
551,64,Homme,Célibataire,1,2237,73939,Sport,130,0,Cabriolet,Diesel,Manuelle,4,1,2,5
552,43,Homme,Divorcé(e),2,2305,51955,Montagne,27,0,Pick up,Hybride,Automatique,2,3,1,3
553,27,Femme,Marié(e),3,5403,142945,Campagne,53,1,Monospace,Hybride,Automatique,3,1,5,5
554,49,Femme,Marié(e),3,5570,141450,Plage,85,0,Minibus,Diesel,Automatique,4,1,5,4
555,40,Homme,Célibataire,0,1497,44821,Sport,127,1,Coupé,Electrique,Manuelle,5,1,3,5
556,62,Homme,Célibataire,0,2264,40874,Montagne,45,0,SUV,Diesel,Automatique,2,4,4,3
557,57,Femme,Célibataire,0,9913,226227,Plage,87,1,Citadine,Electrique,Automatique,5,4,1,2
558,59,Homme,Marié(e),2,1570,41672,Désert,97,1,Pick up,Electrique,Automatique,2,2,2,1
559,58,Homme,Marié(e),4,2649,75732,Campagne,136,1,SUV,Essence,Manuelle,4,2,1,1
560,59,Femme,Divorcé(e),1,1039,40000,Désert,75,1,Pick up,Electrique,Automatique,4,1,4,4
561,62,Femme,Célibataire,0,2903,80785,Plage,103,1,Utilitaire,Essence,Manuelle,3,1,5,2
562,63,Femme,Célibataire,0,3101,57981,Sport,36,0,Coupé,Hybride,Manuelle,1,5,5,5
563,64,Homme,Célibataire,0,3172,75952,Autoroute,148,1,SUV,Essence,Automatique,5,2,2,1
564,24,Homme,Divorcé(e),1,3129,57673,Montagne,118,0,SUV,Diesel,Manuelle,1,5,3,5
565,58,Femme,Marié(e),2,9270,251434,Plage,81,0,Utilitaire,Essence,Automatique,2,1,2,2
566,30,Homme,Marié(e),1,10415,171714,Autoroute,113,0,Citadine,Hybride,Automatique,4,4,1,3
567,56,Homme,Célibataire,0,14917,416354,Montagne,11,0,Pick up,Diesel,Manuelle,2,3,4,4
568,26,Femme,Célibataire,0,1170,40000,Ville,30,1,Compacte,Electrique,Manuelle,2,2,3,1
569,46,Homme,Célibataire,0,6380,162878,Autoroute,146,1,Cabriolet,Hybride,Automatique,5,3,5,3
570,60,Homme,Marié(e),1,9883,183956,Sport,37,0,Cabriolet,Hybride,Automatique,3,1,5,2
571,46,Femme,Célibataire,0,7582,216574,Désert,75,1,Pick up,Diesel,Manuelle,3,4,5,3
572,55,Homme,Célibataire,0,10161,309011,Sport,19,0,Coupé,Essence,Automatique,2,1,2,5
573,40,Femme,Marié(e),0,14593,367359,Montagne,8,0,SUV,Hybride,Manuelle,5,5,1,4
574,22,Femme,Marié(e),2,3063,87851,Ville,98,0,Cabriolet,Hybride,Automatique,5,2,2,1
575,54,Femme,Divorcé(e),1,2428,83510,Autoroute,59,0,Utilitaire,Essence,Manuelle,3,4,3,3
576,62,Femme,Célibataire,0,14035,355233,Ville,89,1,Compacte,Hybride,Automatique,3,1,5,4
577,44,Homme,Célibataire,0,2352,40000,Désert,36,1,Pick up,Diesel,Automatique,5,5,2,4
578,22,Homme,Marié(e),1,2433,51058,Désert,95,1,SUV,Electrique,Automatique,4,4,2,2
579,49,Homme,Célibataire,0,1676,40000,Campagne,73,0,Pick up,Hybride,Manuelle,1,2,2,4
580,48,Femme,Marié(e),3,8823,264882,Sport,44,1,Monospace,Hybride,Automatique,1,1,1,2
581,54,Homme,Marié(e),1,2301,54288,Plage,114,0,Berline,Hybride,Manuelle,3,3,4,1
582,61,Homme,Marié(e),1,1371,44260,Montagne,51,0,SUV,Hybride,Automatique,4,1,5,5
583,59,Homme,Célibataire,0,1687,56652,Désert,83,0,SUV,Diesel,Automatique,1,4,4,5
584,36,Femme,Célibataire,0,1111,40000,Autoroute,51,1,Coupé,Electrique,Manuelle,4,2,3,1
585,24,Homme,Célibataire,0,2833,58368,Plage,82,0,SUV,Hybride,Automatique,3,4,3,3
586,28,Homme,Marié(e),3,2376,70866,Autoroute,27,1,Minibus,Electrique,Automatique,3,2,5,4
587,28,Homme,Marié(e),2,1680,40000,Désert,44,0,SUV,Essence,Manuelle,3,4,2,5
588,30,Homme,Célibataire,0,12681,437526,Autoroute,133,0,Monospace,Essence,Manuelle,1,4,4,5
589,32,Femme,Marié(e),0,3219,52198,Montagne,117,1,SUV,Hybride,Manuelle,5,5,1,2
590,57,Femme,Célibataire,0,1555,41111,Plage,146,0,Berline,Hybride,Manuelle,3,2,3,3
591,32,Homme,Célibataire,0,1506,50964,Autoroute,5,1,Compacte,Electrique,Automatique,2,2,5,1
592,63,Femme,Marié(e),4,3149,63864,Campagne,76,1,Monospace,Electrique,Manuelle,1,1,3,2
593,33,Femme,Divorcé(e),1,13057,223651,Montagne,57,1,Pick up,Electrique,Automatique,4,2,3,3
594,59,Femme,Célibataire,0,9540,171402,Désert,150,1,SUV,Hybride,Automatique,4,2,2,2
595,33,Femme,Célibataire,0,2514,72270,Campagne,30,0,SUV,Diesel,Automatique,4,2,4,4
596,22,Homme,Célibataire,0,14060,473731,Campagne,32,1,SUV,Essence,Manuelle,2,5,1,1
597,27,Homme,Célibataire,0,6173,130544,Désert,10,0,SUV,Diesel,Automatique,5,3,5,1
598,28,Femme,Célibataire,0,904,40000,Ville,103,0,Citadine,Hybride,Manuelle,2,3,3,2
599,53,Homme,Divorcé(e),0,8118,179782,Plage,50,1,Coupé,Essence,Manuelle,1,1,5,2
600,55,Femme,Marié(e),2,2135,58702,Autoroute,5,0,Coupé,Essence,Manuelle,4,3,3,1
601,63,Homme,Célibataire,0,11339,354831,Ville,103,1,Compacte,Electrique,Automatique,1,3,2,2
602,44,Femme,Célibataire,0,13359,412392,Autoroute,141,1,Compacte,Diesel,Manuelle,4,5,4,5
603,56,Homme,Célibataire,0,3266,99717,Sport,97,1,Coupé,Essence,Automatique,3,1,2,1
604,30,Homme,Célibataire,0,5784,120850,Campagne,35,0,Utilitaire,Hybride,Automatique,2,2,1,2
605,46,Homme,Marié(e),1,1334,40000,Ville,67,0,Monospace,Diesel,Automatique,2,3,2,1
606,22,Femme,Célibataire,0,12142,351769,Autoroute,44,0,Monospace,Hybride,Manuelle,4,1,3,1
607,63,Homme,Marié(e),1,2523,79862,Montagne,28,1,Pick up,Electrique,Manuelle,2,4,2,3
608,55,Femme,Divorcé(e),0,3435,55371,Désert,47,0,SUV,Essence,Manuelle,4,3,4,4
609,45,Femme,Célibataire,0,3370,103040,Autoroute,59,0,Berline,Diesel,Manuelle,2,5,1,1
610,41,Homme,Marié(e),2,2002,40000,Plage,84,0,Cabriolet,Essence,Manuelle,1,1,3,1
611,44,Femme,Divorcé(e),1,2500,73784,Campagne,43,0,Utilitaire,Essence,Manuelle,4,5,1,5
612,59,Femme,Célibataire,0,1560,40000,Désert,137,1,SUV,Essence,Automatique,2,2,2,5
613,50,Homme,Célibataire,0,10560,166850,Montagne,150,1,Pick up,Diesel,Automatique,5,5,1,2
614,28,Homme,Célibataire,0,1257,40000,Désert,98,1,Pick up,Diesel,Manuelle,2,1,3,5
615,27,Homme,Célibataire,0,2838,98108,Sport,78,1,Cabriolet,Diesel,Automatique,5,4,1,3
616,48,Homme,Célibataire,0,2184,49082,Montagne,148,0,Pick up,Hybride,Manuelle,1,5,1,2
617,31,Homme,Célibataire,0,1198,40000,Sport,32,0,Cabriolet,Essence,Manuelle,4,4,5,4
618,33,Homme,Divorcé(e),3,6769,155892,Ville,121,1,Monospace,Electrique,Manuelle,2,4,1,3
619,24,Homme,Divorcé(e),0,3227,50426,Plage,59,0,Pick up,Essence,Manuelle,4,4,2,1
620,65,Femme,Célibataire,0,1183,40000,Ville,18,0,Compacte,Hybride,Manuelle,5,2,3,2
621,49,Femme,Divorcé(e),0,2616,64438,Plage,55,0,Compacte,Hybride,Manuelle,5,4,1,5
622,64,Homme,Célibataire,1,8686,132754,Désert,5,1,SUV,Hybride,Manuelle,1,4,3,5
623,30,Femme,Marié(e),2,1668,40000,Plage,8,1,Compacte,Hybride,Automatique,3,2,2,5
624,45,Homme,Célibataire,0,5544,160700,Montagne,138,1,Pick up,Hybride,Manuelle,3,3,5,4
625,29,Homme,Célibataire,0,1566,40489,Désert,27,0,Pick up,Hybride,Manuelle,5,1,1,1
626,61,Femme,Célibataire,0,3131,53208,Désert,102,1,SUV,Electrique,Manuelle,2,2,4,5
627,29,Homme,Marié(e),4,2800,65124,Sport,73,1,Minibus,Hybride,Automatique,3,2,5,3
628,41,Femme,Marié(e),0,4036,61793,Campagne,147,1,Pick up,Electrique,Manuelle,2,5,4,2
629,47,Homme,Marié(e),1,3266,77018,Montagne,64,0,Pick up,Diesel,Manuelle,3,5,2,4
630,30,Homme,Marié(e),3,13778,459266,Sport,116,0,Minibus,Diesel,Manuelle,2,1,1,1
631,62,Homme,Célibataire,0,4791,126654,Ville,54,0,Citadine,Hybride,Manuelle,2,2,2,3
632,46,Femme,Marié(e),1,13780,213077,Plage,77,1,SUV,Essence,Manuelle,5,1,1,2
633,33,Homme,Célibataire,0,6908,157612,Désert,101,1,SUV,Hybride,Automatique,4,1,2,4
634,62,Femme,Marié(e),1,1631,45983,Montagne,144,0,SUV,Essence,Manuelle,3,4,5,5
635,32,Femme,Divorcé(e),0,994,40000,Sport,40,0,Coupé,Diesel,Manuelle,1,2,1,3
636,27,Homme,Célibataire,0,9211,268608,Montagne,69,0,Pick up,Hybride,Manuelle,4,5,4,2
637,34,Femme,Divorcé(e),0,13127,278708,Sport,86,0,Coupé,Hybride,Manuelle,4,4,5,3
638,60,Femme,Célibataire,0,3491,109571,Désert,140,1,SUV,Essence,Manuelle,5,4,3,5
639,47,Homme,Célibataire,0,1661,40000,Ville,86,1,Citadine,Electrique,Manuelle,2,3,1,1
640,22,Femme,Célibataire,0,1852,48583,Désert,24,1,Pick up,Diesel,Automatique,1,5,3,5
641,65,Femme,Célibataire,0,2923,72996,Autoroute,103,0,Pick up,Essence,Automatique,4,2,5,3
642,58,Homme,Célibataire,0,3577,118873,Autoroute,9,0,Compacte,Hybride,Automatique,5,5,1,3
643,52,Homme,Marié(e),1,2199,66132,Désert,121,1,SUV,Electrique,Manuelle,5,1,4,3
644,53,Homme,Marié(e),3,1817,40000,Ville,53,1,SUV,Essence,Manuelle,4,2,2,1
645,56,Homme,Divorcé(e),2,1076,40000,Autoroute,40,1,SUV,Electrique,Manuelle,5,4,3,2
646,59,Femme,Célibataire,0,3292,107832,Désert,87,1,Pick up,Essence,Automatique,5,4,4,3
647,36,Homme,Célibataire,0,3187,101062,Campagne,8,0,Utilitaire,Diesel,Automatique,1,4,1,2
648,51,Femme,Célibataire,0,3318,100309,Plage,61,1,Coupé,Electrique,Manuelle,2,5,1,2
649,45,Femme,Divorcé(e),2,2539,47629,Autoroute,32,0,Pick up,Diesel,Manuelle,5,1,2,4
650,37,Homme,Marié(e),1,3074,73938,Autoroute,133,1,SUV,Essence,Manuelle,4,2,2,4
651,54,Femme,Célibataire,0,2466,73092,Désert,140,1,SUV,Electrique,Automatique,4,2,5,3
652,60,Femme,Marié(e),0,1919,65590,Campagne,141,0,SUV,Essence,Automatique,5,3,2,1
653,39,Homme,Marié(e),2,2509,42718,Montagne,78,0,Pick up,Hybride,Automatique,2,2,3,3
654,28,Homme,Marié(e),2,2150,68910,Montagne,121,0,SUV,Diesel,Manuelle,1,2,2,3
655,22,Femme,Célibataire,0,4762,87689,Sport,125,1,Coupé,Electrique,Manuelle,5,1,4,2
656,29,Homme,Marié(e),2,7241,184684,Campagne,94,1,SUV,Essence,Automatique,3,3,4,4
657,64,Femme,Célibataire,0,8434,246299,Plage,110,0,Cabriolet,Hybride,Automatique,3,5,1,2
658,64,Homme,Célibataire,0,2664,59109,Montagne,139,0,SUV,Diesel,Manuelle,1,3,5,4
659,38,Femme,Marié(e),1,2031,43029,Ville,78,1,Cabriolet,Electrique,Automatique,4,4,5,3
660,29,Homme,Célibataire,0,1515,40000,Autoroute,8,1,Cabriolet,Diesel,Manuelle,4,3,1,3
661,24,Homme,Célibataire,0,2152,40000,Autoroute,148,0,Berline,Essence,Manuelle,2,3,3,5
662,27,Femme,Célibataire,0,1230,40000,Ville,71,1,Compacte,Electrique,Automatique,4,4,4,1
663,41,Femme,Célibataire,0,12973,230705,Sport,83,1,Coupé,Electrique,Automatique,4,5,2,3
664,27,Femme,Marié(e),2,2439,74750,Sport,96,1,Cabriolet,Essence,Automatique,5,4,3,5
665,44,Femme,Célibataire,1,3189,49520,Sport,136,1,Cabriolet,Essence,Automatique,5,3,2,5
666,30,Femme,Célibataire,0,924,40000,Sport,29,1,Cabriolet,Essence,Automatique,1,3,1,3
667,58,Femme,Marié(e),3,3294,93840,Montagne,39,0,Minibus,Essence,Automatique,5,2,5,4
668,65,Homme,Célibataire,0,3606,112191,Plage,138,0,Utilitaire,Essence,Automatique,1,2,5,1
669,37,Homme,Célibataire,0,2500,40282,Ville,117,0,Compacte,Hybride,Manuelle,2,2,5,3
670,49,Homme,Marié(e),1,14272,282780,Plage,131,1,Minibus,Diesel,Manuelle,4,3,3,1
671,64,Femme,Célibataire,0,2607,81520,Campagne,82,1,SUV,Electrique,Manuelle,1,5,4,1
672,24,Femme,Célibataire,1,11167,364585,Désert,94,1,Pick up,Essence,Automatique,3,5,5,2
673,54,Homme,Célibataire,0,3206,69845,Montagne,125,1,SUV,Electrique,Manuelle,4,1,4,4
674,60,Homme,Marié(e),3,12109,244414,Montagne,64,1,Monospace,Electrique,Manuelle,1,1,1,2
675,28,Homme,Célibataire,0,1848,63989,Sport,69,0,Coupé,Essence,Automatique,4,4,1,1
676,24,Homme,Célibataire,0,1020,40000,Autoroute,55,1,SUV,Hybride,Manuelle,2,5,5,2
677,53,Femme,Marié(e),1,10612,331908,Sport,6,1,Coupé,Essence,Automatique,1,2,1,2
678,48,Homme,Célibataire,0,14023,358471,Campagne,22,1,SUV,Hybride,Manuelle,3,5,5,2
679,49,Femme,Marié(e),2,3018,63270,Ville,62,1,Monospace,Diesel,Automatique,5,5,3,1
680,38,Femme,Marié(e),0,8220,135593,Plage,125,1,Utilitaire,Electrique,Manuelle,5,1,5,1
681,38,Homme,Célibataire,0,1143,40000,Plage,14,1,Coupé,Essence,Automatique,4,1,5,5
682,26,Femme,Marié(e),2,3158,77609,Campagne,94,1,Pick up,Essence,Automatique,1,4,5,2
683,52,Femme,Marié(e),3,1126,40000,Sport,101,0,SUV,Hybride,Automatique,5,4,1,4
684,49,Femme,Marié(e),0,3421,118540,Autoroute,28,0,Coupé,Diesel,Manuelle,4,1,2,2
685,36,Femme,Marié(e),3,12807,203831,Sport,51,1,SUV,Diesel,Automatique,1,1,2,4
686,24,Femme,Célibataire,0,2097,40000,Désert,131,1,Pick up,Essence,Automatique,1,3,5,2
687,36,Femme,Marié(e),3,8296,268619,Campagne,93,1,Minibus,Electrique,Manuelle,5,5,1,1
688,48,Femme,Célibataire,0,3033,59479,Montagne,121,0,SUV,Essence,Manuelle,2,1,2,4
689,23,Femme,Marié(e),1,2130,67187,Ville,118,1,Berline,Electrique,Manuelle,4,1,4,4
690,24,Homme,Célibataire,0,1114,40000,Ville,92,1,Compacte,Essence,Manuelle,3,5,2,1
691,49,Homme,Marié(e),2,14608,303092,Plage,38,0,Monospace,Hybride,Manuelle,2,4,4,2
692,39,Femme,Célibataire,0,2282,60294,Ville,83,1,Compacte,Electrique,Manuelle,3,5,1,1
693,58,Femme,Marié(e),3,970,40000,Désert,25,1,SUV,Electrique,Manuelle,5,2,4,1
694,39,Femme,Divorcé(e),1,2031,41007,Désert,34,0,SUV,Diesel,Automatique,2,5,1,2
695,33,Femme,Marié(e),0,4497,153051,Autoroute,94,0,Citadine,Essence,Manuelle,5,1,5,2
696,26,Femme,Célibataire,0,3236,72574,Sport,97,1,Cabriolet,Essence,Manuelle,3,2,1,3
697,48,Femme,Célibataire,1,1556,40000,Autoroute,135,1,Compacte,Essence,Automatique,5,2,3,5
698,35,Femme,Marié(e),0,9744,294777,Montagne,112,0,SUV,Essence,Automatique,5,5,5,5
699,55,Homme,Marié(e),2,2198,44803,Sport,85,0,Cabriolet,Diesel,Manuelle,2,3,2,4
700,37,Femme,Marié(e),3,2341,61355,Ville,37,0,Monospace,Hybride,Automatique,4,4,2,5
701,48,Homme,Marié(e),3,1383,40000,Désert,47,0,Minibus,Diesel,Manuelle,2,2,4,1
702,48,Femme,Marié(e),2,1313,40000,Ville,104,1,Pick up,Essence,Automatique,1,2,5,5
703,44,Homme,Célibataire,0,5451,118483,Sport,120,1,Cabriolet,Essence,Automatique,1,3,4,4
704,40,Femme,Marié(e),2,13160,438581,Plage,102,1,SUV,Diesel,Automatique,5,5,3,4
705,50,Homme,Marié(e),2,5088,99955,Désert,50,0,Pick up,Essence,Manuelle,3,3,4,3
706,24,Homme,Célibataire,0,8651,146974,Autoroute,48,1,Compacte,Essence,Manuelle,3,4,4,2
707,38,Homme,Divorcé(e),1,1747,45497,Plage,130,0,Compacte,Essence,Automatique,5,5,2,1
708,45,Homme,Célibataire,1,2722,69187,Sport,72,1,Cabriolet,Electrique,Automatique,1,4,4,4
709,27,Homme,Divorcé(e),2,2348,72958,Montagne,121,0,SUV,Essence,Manuelle,2,5,3,3
710,42,Homme,Célibataire,1,8703,163685,Plage,55,1,Berline,Essence,Automatique,2,5,4,2
711,52,Homme,Célibataire,0,1439,40000,Ville,58,0,Citadine,Essence,Manuelle,1,4,5,5
712,24,Femme,Marié(e),2,1861,51650,Désert,96,1,SUV,Electrique,Automatique,3,4,4,4
713,56,Femme,Célibataire,0,8207,191977,Désert,34,1,Pick up,Diesel,Manuelle,1,2,4,3
714,47,Homme,Marié(e),2,11515,311148,Montagne,20,1,SUV,Essence,Manuelle,3,5,2,4
715,38,Femme,Célibataire,0,1967,65397,Autoroute,61,0,Monospace,Diesel,Manuelle,1,3,4,4
716,56,Homme,Marié(e),0,13507,291665,Plage,146,0,Minibus,Essence,Automatique,4,1,3,3
717,63,Homme,Marié(e),1,1543,49010,Désert,146,1,SUV,Electrique,Automatique,3,3,4,2
718,37,Homme,Célibataire,0,5180,129655,Sport,68,0,Cabriolet,Essence,Automatique,3,3,1,2
719,39,Homme,Marié(e),1,2005,64640,Ville,29,1,SUV,Hybride,Automatique,1,5,5,2
720,34,Femme,Marié(e),1,8451,173084,Campagne,61,1,SUV,Electrique,Manuelle,4,3,4,1
721,48,Femme,Célibataire,1,1901,43054,Désert,106,1,Pick up,Electrique,Automatique,4,2,5,1
722,36,Femme,Célibataire,0,2261,40416,Montagne,26,0,SUV,Essence,Automatique,2,4,5,2
723,47,Femme,Marié(e),3,4466,135534,Autoroute,109,1,Monospace,Electrique,Manuelle,2,1,3,5
724,22,Femme,Marié(e),3,12439,310929,Montagne,31,1,SUV,Electrique,Manuelle,4,5,5,1
725,49,Homme,Célibataire,0,1397,40000,Désert,40,1,SUV,Essence,Manuelle,4,2,5,4
726,47,Homme,Célibataire,0,2010,51153,Plage,100,1,Coupé,Diesel,Automatique,3,5,2,5
727,52,Femme,Célibataire,0,5718,104552,Montagne,22,0,Pick up,Essence,Manuelle,4,2,2,4
728,41,Homme,Célibataire,0,1287,40000,Désert,54,1,SUV,Essence,Manuelle,5,2,3,1
729,40,Femme,Marié(e),1,2551,85933,Plage,76,0,Minibus,Diesel,Automatique,5,2,1,2
730,38,Homme,Célibataire,0,2468,53316,Sport,28,0,Cabriolet,Hybride,Automatique,2,1,2,2
731,31,Homme,Célibataire,0,1113,40000,Sport,66,1,Cabriolet,Hybride,Manuelle,3,3,5,1
732,46,Femme,Marié(e),1,8694,222685,Plage,130,1,Utilitaire,Diesel,Manuelle,2,4,5,4
733,65,Homme,Marié(e),1,1003,40000,Sport,102,1,Cabriolet,Electrique,Manuelle,2,5,5,2
734,45,Homme,Divorcé(e),3,2378,60686,Ville,8,1,Minibus,Electrique,Manuelle,1,3,3,5
735,60,Femme,Célibataire,0,1079,40000,Montagne,121,1,Pick up,Electrique,Automatique,5,1,4,5
736,53,Homme,Célibataire,0,5203,82019,Ville,118,0,Citadine,Diesel,Automatique,1,4,1,1
737,42,Homme,Marié(e),1,14234,388304,Ville,108,1,Coupé,Electrique,Automatique,5,3,5,1
738,48,Homme,Célibataire,0,1992,40000,Désert,84,1,SUV,Electrique,Automatique,5,4,2,1
739,39,Femme,Célibataire,0,4911,129276,Désert,10,0,SUV,Essence,Automatique,2,1,2,3
740,22,Homme,Marié(e),2,7543,159577,Montagne,76,0,SUV,Diesel,Manuelle,1,4,3,2
741,58,Femme,Célibataire,0,1716,40000,Autoroute,98,1,Citadine,Hybride,Manuelle,1,4,3,5
742,63,Femme,Marié(e),2,3297,74886,Plage,133,1,Cabriolet,Diesel,Manuelle,3,3,2,3
743,27,Homme,Célibataire,0,1372,40000,Montagne,149,1,SUV,Hybride,Automatique,4,5,3,3
744,64,Homme,Célibataire,0,932,40000,Désert,124,1,Pick up,Electrique,Automatique,2,3,3,2
745,56,Homme,Marié(e),1,3331,88335,Désert,128,1,Pick up,Hybride,Automatique,3,3,5,3
746,41,Homme,Divorcé(e),2,11807,202573,Désert,139,0,Pick up,Hybride,Automatique,2,5,2,3
747,58,Homme,Célibataire,0,4982,105546,Sport,42,1,Coupé,Electrique,Manuelle,4,2,4,1
748,34,Homme,Célibataire,0,1732,41102,Montagne,30,1,SUV,Diesel,Manuelle,1,4,2,3
749,57,Femme,Marié(e),3,2798,81490,Sport,77,1,SUV,Hybride,Automatique,3,2,4,3
750,60,Femme,Marié(e),1,3302,51306,Plage,106,0,Compacte,Diesel,Manuelle,3,3,5,1
751,63,Homme,Célibataire,0,2683,45227,Désert,13,1,SUV,Hybride,Automatique,3,3,4,4
752,48,Homme,Célibataire,0,11118,346043,Autoroute,134,1,SUV,Hybride,Automatique,2,3,2,5
753,65,Femme,Célibataire,0,2630,80023,Autoroute,126,1,Pick up,Electrique,Automatique,5,4,5,3
754,43,Femme,Célibataire,0,2470,80043,Ville,121,1,Citadine,Essence,Manuelle,5,3,2,5
755,25,Femme,Célibataire,0,2403,40000,Plage,73,1,Coupé,Electrique,Manuelle,3,3,1,5
756,33,Femme,Célibataire,0,1045,40000,Autoroute,37,0,Berline,Hybride,Automatique,2,1,5,1
757,62,Femme,Célibataire,0,14789,404402,Sport,30,1,Cabriolet,Essence,Automatique,3,3,1,2
758,54,Homme,Célibataire,0,2541,40000,Montagne,82,0,Pick up,Essence,Manuelle,1,2,5,3
759,25,Femme,Marié(e),1,8003,239588,Sport,74,1,Coupé,Electrique,Automatique,5,4,2,3
760,22,Femme,Célibataire,0,2025,41190,Plage,21,1,Coupé,Essence,Automatique,2,1,3,2
761,60,Femme,Marié(e),2,2493,61108,Plage,123,1,Berline,Electrique,Manuelle,3,3,4,2
762,53,Homme,Marié(e),1,2550,40000,Sport,82,1,Coupé,Hybride,Manuelle,1,2,5,3
763,42,Femme,Marié(e),0,1582,43481,Plage,101,0,Pick up,Hybride,Automatique,3,5,4,2
764,46,Homme,Célibataire,0,12852,267154,Sport,76,1,Coupé,Hybride,Manuelle,3,2,4,5
765,45,Homme,Marié(e),2,2201,55126,Plage,45,0,Pick up,Diesel,Manuelle,4,4,3,4
766,47,Femme,Célibataire,0,14252,262884,Ville,62,0,Compacte,Hybride,Manuelle,4,2,1,5
767,61,Homme,Marié(e),2,8826,240034,Campagne,146,0,Utilitaire,Hybride,Automatique,3,1,5,4
768,32,Femme,Célibataire,0,1718,40000,Autoroute,118,0,SUV,Essence,Automatique,5,4,4,2
769,33,Femme,Marié(e),0,2256,73188,Campagne,125,1,SUV,Hybride,Automatique,1,1,4,5
